(255, 255, 255)
(97, 88, 49)
(97, 88, 49)
(97, 88, 49)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(103, 48, 57)
(103, 48, 57)
(103, 48, 57)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(108, 79, 123)
(108, 79, 123)
(108, 79, 123)
(108, 79, 123)
(108, 79, 123)
(108, 79, 123)
(108, 79, 123)
(108, 79, 123)
(108, 79, 123)
(108, 79, 123)
(108, 79, 123)
(108, 79, 123)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(116, 79, 68)
(116, 79, 68)
(116, 79, 68)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(108, 74, 49)
(108, 74, 49)
(108, 74, 49)
(108, 74, 49)
(108, 74, 49)
(108, 74, 49)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(103, 74, 102)
(103, 74, 102)
(103, 74, 102)
(103, 74, 102)
(103, 74, 102)
(103, 74, 102)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(120, 73, 102)
(120, 73, 102)
(120, 73, 102)
(120, 73, 102)
(120, 73, 102)
(120, 73, 102)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(122, 73, 105)
(122, 73, 105)
(122, 73, 105)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(103, 85, 99)
(103, 85, 99)
(103, 85, 99)
(103, 85, 99)
(103, 85, 99)
(103, 85, 99)
(103, 85, 99)
(103, 85, 99)
(103, 85, 99)
(103, 85, 99)
(103, 85, 99)
(103, 85, 99)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(106, 83, 117)
(106, 83, 117)
(106, 83, 117)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(105, 72, 108)
(105, 72, 108)
(105, 72, 108)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(105, 81, 116)
(105, 81, 116)
(105, 81, 116)
(105, 81, 116)
(105, 81, 116)
(105, 81, 116)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(118, 54, 95)
(118, 54, 95)
(118, 54, 95)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(118, 48, 116)
(118, 48, 116)
(118, 48, 116)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(115, 77, 111)
(115, 77, 111)
(115, 77, 111)
(115, 77, 111)
(115, 77, 111)
(115, 77, 111)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(115, 73, 95)
(115, 73, 95)
(115, 73, 95)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(97, 81, 103)
(97, 81, 103)
(97, 81, 103)
(97, 81, 103)
(97, 81, 103)
(97, 81, 103)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(105, 73, 51)
(105, 73, 51)
(105, 73, 51)
(105, 73, 51)
(105, 73, 51)
(105, 73, 51)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(101, 52, 116)
(101, 52, 116)
(101, 52, 116)
(101, 52, 116)
(101, 52, 116)
(101, 52, 116)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(119, 83, 95)
(119, 83, 95)
(119, 83, 95)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(98, 57, 97)
(98, 57, 97)
(98, 57, 97)
(98, 57, 97)
(98, 57, 97)
(98, 57, 97)
(98, 57, 97)
(98, 57, 97)
(98, 57, 97)
(98, 57, 97)
(98, 57, 97)
(98, 57, 97)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(116, 69, 95)
(116, 69, 95)
(116, 69, 95)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(117, 71, 83)
(117, 71, 83)
(117, 71, 83)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(104, 52, 80)
(104, 52, 80)
(104, 52, 80)
(104, 52, 80)
(104, 52, 80)
(104, 52, 80)
(104, 52, 80)
(104, 52, 80)
(104, 52, 80)
(104, 52, 80)
(104, 52, 80)
(104, 52, 80)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(97, 56, 84)
(97, 56, 84)
(97, 56, 84)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(108, 78, 95)
(108, 78, 95)
(108, 78, 95)
(108, 78, 95)
(108, 78, 95)
(108, 78, 95)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(113, 86, 82)
(113, 86, 82)
(113, 86, 82)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(99, 86, 51)
(99, 86, 51)
(99, 86, 51)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(108, 80, 97)
(108, 80, 97)
(108, 80, 97)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(102, 54, 100)
(102, 54, 100)
(102, 54, 100)
(102, 54, 100)
(102, 54, 100)
(102, 54, 100)
(102, 54, 100)
(102, 54, 100)
(102, 54, 100)
(102, 54, 100)
(102, 54, 100)
(102, 54, 100)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(113, 53, 101)
(113, 53, 101)
(113, 53, 101)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(114, 71, 114)
(114, 71, 114)
(114, 71, 114)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(99, 79, 125)
(99, 79, 125)
(99, 79, 125)
(99, 79, 125)
(99, 79, 125)
(99, 79, 125)
(99, 79, 125)
(99, 79, 125)
(99, 79, 125)
(99, 79, 125)
(99, 79, 125)
(99, 79, 125)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(119, 88, 83)
(119, 88, 83)
(119, 88, 83)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(102, 76, 49)
(102, 76, 49)
(102, 76, 49)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(113, 48, 48)
(113, 48, 48)
(113, 48, 48)
(113, 48, 48)
(113, 48, 48)
(113, 48, 48)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(118, 86, 57)
(118, 86, 57)
(118, 86, 57)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(101, 87, 48)
(101, 87, 48)
(101, 87, 48)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(110, 74, 79)
(110, 74, 79)
(110, 74, 79)
(110, 74, 79)
(110, 74, 79)
(110, 74, 79)
(110, 74, 79)
(110, 74, 79)
(110, 74, 79)
(110, 74, 79)
(110, 74, 79)
(110, 74, 79)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(103, 87, 77)
(103, 87, 77)
(103, 87, 77)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(120, 50, 90)
(120, 50, 90)
(120, 50, 90)
(120, 50, 90)
(120, 50, 90)
(120, 50, 90)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(101, 51, 69)
(101, 51, 69)
(101, 51, 69)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(107, 50, 48)
(107, 50, 48)
(107, 50, 48)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(111, 51, 69)
(111, 51, 69)
(111, 51, 69)
(111, 51, 69)
(111, 51, 69)
(111, 51, 69)
(111, 51, 69)
(111, 51, 69)
(111, 51, 69)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(97, 83, 51)
(97, 83, 51)
(97, 83, 51)
(97, 83, 51)
(97, 83, 51)
(97, 83, 51)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(108, 82, 78)
(108, 82, 78)
(108, 82, 78)
(108, 82, 78)
(108, 82, 78)
(108, 82, 78)
(108, 82, 78)
(108, 82, 78)
(108, 82, 78)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(116, 85, 70)
(116, 85, 70)
(116, 85, 70)
(116, 85, 70)
(116, 85, 70)
(116, 85, 70)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(121, 56, 80)
(121, 56, 80)
(121, 56, 80)
(121, 56, 80)
(121, 56, 80)
(121, 56, 80)
(121, 56, 80)
(121, 56, 80)
(121, 56, 80)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(118, 66, 54)
(118, 66, 54)
(118, 66, 54)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(101, 66, 69)
(101, 66, 69)
(101, 66, 69)
(101, 66, 69)
(101, 66, 69)
(101, 66, 69)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
(255, 255, 255)
